hpo_id,hpo_name,depth,organ,match_type,system,keyword_matched,source
HP:0031630,Abnormal subpleural morphology,5,pleura,contains,respiratory,pleura,both
HP:0002778,Abnormal tracheal morphology,5,trachea,contains,respiratory,trachea,both
HP:0011403,Abnormal umbilical cord blood vessel morphology,5,spinal_cord,contains,circulation,blood,both
HP:0011403,Abnormal umbilical cord blood vessel morphology,5,spinal_cord,contains,nervous_system,cord,both
HP:0012091,Abnormality of pancreas physiology,5,pancreas,contains,digestion,pancreas,both
HP:0410010,Abnormality of somatic nerve plexus,5,nerve,contains,nervous_system,nerve,both
HP:0004414,Abnormality of the pulmonary artery,5,coronary_artery,contains,circulation,artery,both
HP:0004414,Abnormality of the pulmonary artery,5,coronary_artery,contains,respiratory,pulmonary,both
HP:0004414,Abnormality of the pulmonary artery,5,pulmonary_valve,contains,circulation,artery,both
HP:0004414,Abnormality of the pulmonary artery,5,pulmonary_valve,contains,respiratory,pulmonary,both
HP:0011718,Abnormality of the pulmonary veins,5,pulmonary_valve,contains,circulation,vein,both
HP:0011718,Abnormality of the pulmonary veins,5,pulmonary_valve,contains,respiratory,pulmonary,both
HP:0410013,Abnormality of the submandibular region,5,submandibular_gland,contains,digestion,gi,both
HP:0025389,Pulmonary interstitial high-resolution computed tomography abnormality,5,pulmonary_valve,contains,respiratory,pulmonary,both
HP:0011356,Regional abnormality of skin,5,skin,contains,digestion,gi,both
